id,X,Y,M,V
3360,209.25621,292.3975,36.833477,0.6122686
3361,102.938736,26.612658,83.29518,0.42036924
3362,247.43343,196.24252,165.34894,0.35016155
3363,-187.97408,200.04024,106.84226,0.62064695
3364,-269.20346,-232.13515,96.26043,0.38772157
3365,364.7193,308.97952,120.33521,0.45589063
3366,-177.04965,143.74516,157.92891,0.7753553
3367,-98.82502,-392.12228,136.7362,0.59230363
3368,-40.278694,170.66919,138.59247,0.40592596
3369,-180.16016,186.0227,130.12975,0.66006637
3370,-286.62164,291.91364,161.89111,0.2990102
3371,-237.9685,-67.83546,163.46535,0.40097946
3372,-199.39578,-377.2365,94.67566,0.62437207
3373,-138.89415,255.04942,65.422806,0.8152823
3374,-64.01843,381.7704,108.63056,0.8386017
3375,193.55989,-169.88673,147.59521,0.8465976
3376,-216.28041,390.57028,46.792854,0.3959876
3377,-216.37889,-141.01387,83.96761,0.31648305
3378,384.60236,140.17773,116.31554,0.2597055
3379,-90.37989,-212.60947,108.94228,0.46416557
3380,390.28036,-36.02813,85.02289,0.5699613
3381,-323.0246,-99.028145,139.87624,0.2798904
3382,318.87842,-252.46452,45.653587,0.715675
3383,69.050766,-279.87445,121.35549,0.7712967
3384,-195.43549,39.39078,24.832876,0.6662314
3385,399.9262,-2.2847064,45.883617,0.36153513
3386,381.32086,-36.583046,50.96409,0.50354606
3387,-208.17537,3.7176366,166.45549,0.4005524
3388,-378.6551,164.38948,97.739235,0.40124473
3389,-254.28947,-8.089003,24.425768,0.81405085
3390,-11.998496,83.922226,60.352795,0.5920478
3391,-250.49939,31.392962,77.53112,0.91765606
3392,-47.13651,-9.829853,109.2765,0.7228094
3393,-215.44257,-388.66748,144.35832,0.8285981
3394,-290.8267,313.6593,46.03458,0.6392083
3395,-234.71742,-137.20132,169.31975,0.5694583
3396,-405.48218,-128.41302,117.0293,0.44979352
3397,256.68268,365.67337,87.1305,0.83383113
3398,-113.62383,128.07683,100.35588,0.3971632
3399,273.71744,-351.63107,154.74454,0.788352
3400,302.399,239.17221,69.712296,0.47665837
3401,9.96037,14.128276,109.40383,0.41378626
3402,283.80133,170.64304,166.81348,0.44118044
3403,-93.29441,-245.68645,162.14348,0.41969568
3404,-349.19174,-314.55145,52.89988,0.68725324
3405,195.3862,-153.59703,68.29384,0.56320924
3406,-174.02306,58.188694,29.585323,0.83558065
3407,372.16602,230.77585,45.60623,0.5906028
3408,239.14334,328.8366,34.481216,0.7106262
3409,-332.5888,-74.153275,83.85035,0.78748935
3410,192.25531,163.6145,143.8645,0.83352894
3411,-358.72226,-42.902863,148.18318,0.48690507
3412,-2.6923308,251.55516,110.0869,0.27183175
3413,-20.115946,-282.45346,95.85294,0.68326503
3414,254.02351,360.88718,58.451965,0.32876486
3415,334.63617,-381.57343,143.6652,0.64809
3416,-371.7522,6.3692946,92.45915,0.6083675
3417,-17.96704,-366.67374,119.669525,0.50103796
3418,-186.68066,58.023277,129.86731,0.34012565
3419,316.7019,207.24301,122.748184,0.74038637
3420,91.08944,-363.32364,73.44726,0.27501267
3421,-87.77682,322.49002,63.032074,0.6466484
3422,68.877556,360.66656,99.50084,0.8403296
3423,351.31555,-258.79538,61.169235,0.8604904
3424,281.55624,136.37502,55.464844,0.26617858
3425,-254.19524,-78.74935,160.23776,0.77039564
3426,259.36505,-135.32927,84.803894,0.50592715
3427,-326.85672,-248.48625,36.255066,0.54309726
3428,-147.0468,274.37213,157.41843,0.40818495
3429,264.56433,-1.7554507,42.98246,0.30610532
3430,377.19263,175.03065,127.01333,0.2503117
3431,208.15192,298.86334,31.603003,0.39811078
3432,-252.07446,100.79545,108.56891,0.220615
3433,-280.0846,352.644,65.21629,0.90652806
3434,-110.311714,388.06046,154.49358,0.6499388
3435,-395.38818,-254.4744,54.81094,0.77788496
3436,351.03824,334.39194,44.321045,0.41444778
3437,266.20102,-71.36884,164.26566,0.42370206
3438,330.50006,105.55157,93.50142,0.23551917
3439,-387.42,69.89112,99.30323,0.38561663
3440,-67.260345,277.0391,99.661964,0.22219063
3441,-391.1014,131.34415,109.63837,0.6237058
3442,-80.69307,258.3029,35.676308,0.40598416
3443,174.28905,376.51785,114.60439,0.6359345
3444,-228.40688,63.923714,94.57651,0.8050377
3445,-305.31546,-182.28923,116.57793,0.8985711
3446,-274.3358,144.98804,134.10594,0.68633646
3447,-24.603401,325.35605,130.23384,0.68368864
3448,47.407173,-254.07614,95.68658,0.23616931
3449,-93.7767,-346.27032,24.335112,0.5762983
3450,-238.29408,-306.4011,44.103558,0.54885024
3451,329.6326,-110.47577,55.037777,0.8575481
3452,-377.3501,11.465973,140.66458,0.348165
3453,-288.72516,196.42343,51.986557,0.9180379
3454,-197.07529,85.19986,69.04693,0.6312193
3455,140.12944,79.72343,32.104534,0.3020817
3456,21.512306,74.604645,72.64345,0.86757225
3457,-291.04318,-90.964294,87.27459,0.7073481
3458,58.141006,169.27928,24.1264,0.50250506
3459,195.36816,-382.36746,55.920975,0.5159364
3460,2.8515131,-399.98117,125.10582,0.3916857
3461,403.0317,87.425835,103.060196,0.40672016
3462,103.737434,79.97188,68.323586,0.26583648
3463,179.2314,-55.427,88.13386,0.57178223
3464,280.17017,99.33722,112.1154,0.8475898
3465,-30.310402,71.972466,154.13876,0.2394805
3466,231.38379,36.499306,60.326862,0.6120176
3467,233.57832,-381.5434,92.126396,0.5968027
3468,38.8076,278.75314,81.06393,0.22588015
3469,-190.90817,-289.58737,52.418816,0.20466806
3470,-212.97949,-60.96123,33.96151,0.24312714
3471,-56.71992,-366.30392,124.413155,0.75799817
3472,272.5908,27.446953,161.05211,0.8004528
3473,0.26483098,142.02193,164.70168,0.8576373
3474,387.20508,-276.24048,45.80854,0.38167658
3475,-96.60582,308.44553,46.9662,0.5095233
3476,-100.10906,155.68709,139.09421,0.881979
3477,-10.07553,179.71051,44.180843,0.2417725
3478,150.12518,-33.393955,139.62865,0.68334854
3479,-353.87872,-130.71992,67.72232,0.52043706
3480,218.20128,-51.504406,137.7342,0.7762728
3481,65.9465,17.906784,140.34743,0.6283385
3482,71.15391,-167.56918,148.08522,0.22721542
3483,368.51355,-246.26604,129.44252,0.40883413
3484,-57.08887,-212.36719,93.43372,0.38613194
3485,249.92743,-222.02896,135.63268,0.55332667
3486,152.54047,239.8446,141.86963,0.3823091
3487,-260.32843,-40.005085,130.24352,0.2047482
3488,-382.55063,190.42346,108.84132,0.6303153
3489,310.97614,-10.33626,157.47559,0.8412631
3490,139.16914,-274.41763,162.64474,0.36920783
3491,-354.24982,161.75084,63.73238,0.23707473
3492,317.26868,-165.80771,156.44812,0.7902812
3493,-205.91089,54.835297,81.04938,0.320076
3494,-141.66632,159.10269,155.1885,0.22492759
3495,-328.92853,356.59857,111.57084,0.43216428
3496,64.05468,117.00732,77.13998,0.2836881
3497,363.78116,-318.36652,102.88177,0.2832615
3498,250.9532,-398.31873,138.42937,0.46688315
3499,71.78941,285.4805,61.804543,0.34088135
