id,digit
4847,3
4848,6
4849,8
4850,1
4851,1
4852,5
4853,6
4854,8
4855,9
4856,3
4857,8
4858,1
4859,1
4860,8
4861,3
4862,8
4863,3
4864,2
4865,8
4866,2
4867,1
4868,2
4869,7
4870,8
4871,0
4872,6
4873,4
4874,9
4875,0
4876,1
4877,0
4878,3
4879,7
4880,1
4881,1
4882,8
4883,8
4884,6
4885,6
4886,1
4887,8
4888,8
4889,2
4890,7
4891,7
4892,8
4893,2
4894,6
4895,5
4896,8
4897,4
4898,0
4899,0
4900,8
4901,3
4902,8
4903,3
4904,2
4905,1
4906,9
4907,4
4908,8
4909,9
4910,5
4911,1
4912,8
4913,2
4914,8
4915,2
4916,3
4917,6
4918,0
4919,2
4920,1
4921,6
4922,2
4923,8
4924,9
4925,2
4926,2
4927,2
4928,2
4929,4
4930,8
4931,6
4932,7
4933,0
4934,3
4935,3
4936,3
4937,0
4938,6
4939,2
4940,8
4941,5
4942,5
4943,3
4944,5
4945,8
4946,6
4947,9
4948,4
4949,8
4950,1
4951,0
4952,8
4953,8
4954,8
4955,4
4956,1
4957,1
4958,7
4959,0
4960,8
4961,0
4962,8
4963,2
4964,4
4965,7
4966,8
4967,0
4968,6
4969,0
4970,9
4971,5
4972,0
4973,9
4974,9
4975,9
4976,4
4977,6
4978,8
4979,8
4980,7
4981,0
4982,8
4983,8
4984,4
4985,7
4986,2
4987,7
4988,8
4989,0
4990,1
4991,4
4992,7
4993,1
4994,0
4995,1
4996,1
4997,1
4998,4
4999,4
5000,8
5001,8
5002,8
5003,1
5004,6
5005,1
5006,0
5007,9
5008,9
5009,1
5010,1
5011,5
5012,8
5013,8
5014,2
5015,0
5016,6
5017,5
5018,5
5019,8
5020,8
5021,1
5022,2
5023,3
5024,8
5025,1
5026,3
5027,1
5028,5
5029,6
5030,5
5031,2
5032,5
5033,9
5034,8
5035,9
5036,7
5037,4
5038,7
5039,8
5040,8
5041,2
5042,1
5043,6
5044,6
5045,6
5046,5
5047,3
5048,9
5049,8
5050,8
5051,1
5052,9
5053,0
5054,9
5055,9
5056,3
5057,2
5058,8
5059,4
5060,8
5061,8
5062,0
5063,9
5064,6
5065,5
5066,7
5067,9
5068,6
5069,1
5070,3
5071,8
5072,8
5073,7
5074,8
5075,9
5076,3
5077,0
5078,4
5079,8
5080,2
5081,8
5082,2
5083,3
5084,0
5085,3
5086,8
5087,1
5088,0
5089,7
5090,2
5091,8
5092,2
5093,2
5094,0
5095,6
5096,1
5097,8
5098,1
5099,6
5100,3
5101,4
5102,7
5103,1
5104,7
5105,3
5106,4
5107,8
5108,0
5109,0
5110,2
5111,8
5112,8
5113,0
5114,3
5115,7
5116,3
5117,1
5118,7
5119,4
5120,8
5121,8
5122,5
5123,4
5124,1
5125,4
5126,8
5127,7
5128,1
5129,3
5130,9
5131,6
5132,9
5133,8
5134,1
5135,7
5136,1
5137,1
5138,5
5139,2
5140,0
5141,1
5142,8
5143,8
5144,2
5145,1
5146,3
5147,2
5148,1
5149,6
5150,8
5151,0
5152,6
5153,4
5154,0
5155,7
5156,8
5157,9
5158,1
5159,1
5160,9
5161,4
5162,9
5163,8
5164,0
5165,8
5166,1
5167,4
5168,1
5169,2
5170,8
5171,5
5172,8
5173,1
5174,1
5175,7
5176,5
5177,1
5178,9
5179,8
5180,7
5181,3
5182,5
5183,8
5184,7
5185,2
5186,8
5187,8
5188,8
5189,1
5190,0
5191,7
5192,8
5193,7
5194,2
5195,8
5196,7
5197,2
5198,5
5199,8
5200,0
5201,8
5202,4
5203,2
5204,2
5205,6
5206,8
5207,2
5208,0
5209,4
5210,6
5211,0
5212,6
5213,0
5214,8
5215,8
5216,1
5217,1
5218,9
5219,8
5220,8
5221,0
5222,4
5223,4
5224,6
5225,7
5226,6
5227,1
5228,8
5229,3
5230,2
5231,8
5232,6
5233,9
5234,0
5235,2
5236,2
5237,1
5238,1
5239,0
5240,8
5241,4
5242,8
5243,1
5244,8
5245,5
5246,7
5247,0
5248,7
5249,9
5250,0
5251,8
5252,8
5253,8
5254,9
5255,0
5256,2
5257,1
5258,3
5259,1
5260,1
5261,9
5262,6
5263,6
5264,2
5265,9
5266,1
5267,8
5268,8
5269,8
5270,4
5271,1
5272,0
5273,0
5274,8
5275,7
5276,5
5277,5
5278,3
5279,3
5280,6
5281,1
5282,6
5283,7
5284,8
5285,7
5286,8
5287,8
5288,4
5289,8
5290,8
5291,1
5292,6
5293,8
5294,8
5295,8
5296,6
5297,2
5298,8
5299,9
5300,3
5301,7
5302,5
5303,4
5304,8
5305,6
5306,8
5307,9
5308,1
5309,6
5310,0
5311,2
5312,5
5313,1
5314,2
5315,1
5316,8
5317,8
5318,4
5319,8
5320,7
5321,1
5322,7
5323,6
5324,3
5325,8
5326,1
5327,2
5328,8
5329,1
5330,6
5331,4
5332,0
5333,6
5334,0
5335,4
5336,9
5337,8
5338,7
5339,4
5340,1
5341,9
5342,3
5343,0
5344,9
5345,1
5346,6
5347,8
5348,3
5349,3
5350,3
5351,9
5352,1
5353,5
5354,9
5355,4
5356,7
5357,8
5358,1
5359,1
5360,8
5361,8
5362,8
5363,1
5364,8
5365,0
5366,9
5367,4
5368,6
5369,1
5370,1
5371,8
5372,1
5373,9
5374,0
5375,8
5376,1
5377,8
5378,7
5379,8
5380,3
5381,8
5382,5
5383,2
5384,8
5385,8
5386,8
5387,0
5388,4
5389,9
5390,1
5391,8
5392,8
5393,4
5394,3
5395,8
5396,5
5397,8
5398,3
5399,5
5400,4
5401,1
5402,5
5403,2
5404,9
5405,0
5406,2
5407,8
5408,0
5409,4
5410,3
5411,2
5412,1
5413,6
5414,1
5415,5
5416,1
5417,8
5418,6
5419,2
5420,8
5421,2
5422,1
5423,0
5424,8
5425,0
5426,8
5427,1
5428,1
5429,8
5430,8
5431,1
5432,1
5433,1
5434,8
5435,6
5436,6
5437,1
5438,4
5439,7
5440,9
5441,8
5442,9
5443,6
5444,0
5445,1
5446,8
5447,1
5448,3
5449,8
5450,3
5451,8
5452,5
5453,8
5454,6
5455,0
5456,5
5457,0
5458,4
5459,8
5460,8
5461,6
5462,2
5463,1
5464,6
5465,0
5466,1
5467,5
5468,8
5469,2
5470,7
5471,7
5472,8
5473,8
5474,6
5475,3
5476,3
5477,7
5478,5
5479,1
5480,0
5481,8
5482,7
5483,8
5484,8
5485,1
5486,9
5487,8
5488,9
5489,2
5490,3
5491,8
5492,6
5493,1
5494,8
5495,8
5496,8
5497,7
5498,8
5499,0
5500,6
5501,0
5502,6
5503,0
5504,2
5505,2
5506,1
5507,6
5508,8
5509,1
5510,9
5511,3
5512,4
5513,2
5514,1
5515,3
5516,1
5517,8
5518,1
5519,8
5520,9
5521,1
5522,8
5523,1
5524,6
5525,9
5526,6
5527,8
5528,2
5529,3
5530,2
5531,1
5532,9
5533,8
5534,8
5535,9
5536,2
5537,5
5538,4
5539,0
5540,3
5541,1
5542,8
5543,8
5544,8
5545,3
5546,8
5547,8
5548,1
5549,1
5550,2
5551,3
5552,1
5553,1
5554,0
5555,5
5556,0
5557,3
5558,5
5559,9
5560,8
5561,0
5562,8
5563,2
5564,9
5565,1
5566,5
5567,4
5568,9
5569,6
5570,9
5571,3
5572,8
5573,0
5574,0
5575,8
5576,8
5577,2
5578,6
5579,3
5580,8
5581,8
5582,3
5583,0
5584,9
5585,9
5586,8
5587,9
5588,4
5589,0
5590,2
5591,8
5592,2
5593,7
5594,6
5595,7
5596,8
5597,1
5598,5
5599,6
5600,8
5601,8
5602,2
5603,1
5604,1
5605,2
5606,0
5607,8
5608,8
5609,8
5610,8
5611,4
5612,1
5613,1
5614,0
5615,1
5616,4
5617,0
5618,1
5619,6
5620,3
5621,3
5622,8
5623,8
5624,2
5625,0
5626,5
5627,8
5628,5
5629,9
5630,8
5631,3
5632,5
5633,6
5634,9
5635,2
5636,8
5637,8
5638,1
5639,1
5640,8
5641,8
5642,1
5643,5
5644,8
5645,5
5646,6
5647,1
5648,8
5649,2
5650,9
5651,3
5652,8
5653,0
5654,7
5655,4
5656,2
5657,6
5658,9
5659,0
5660,1
5661,9
5662,8
5663,0
5664,2
5665,2
5666,8
5667,8
5668,6
5669,3
5670,3
5671,6
5672,9
5673,2
5674,1
5675,7
5676,1
5677,2
5678,2
5679,8
5680,1
5681,1
5682,8
5683,1
5684,4
5685,5
5686,0
5687,5
5688,1
5689,0
5690,8
5691,1
5692,1
5693,8
5694,1
5695,3
5696,1
5697,1
5698,1
5699,0
5700,6
5701,9
5702,8
5703,6
5704,2
5705,0
5706,1
5707,2
5708,1
5709,8
5710,5
5711,0
5712,9
5713,1
5714,5
5715,8
5716,1
5717,6
5718,8
5719,0
5720,9
5721,3
5722,2
5723,8
5724,3
5725,6
5726,1
5727,6
5728,9
5729,4
5730,1
5731,4
5732,7
5733,9
5734,9
5735,4
5736,7
5737,8
5738,7
5739,2
5740,3
5741,8
5742,5
5743,8
5744,2
5745,6
5746,1
5747,1
5748,1
5749,8
5750,8
5751,8
5752,8
5753,8
5754,8
5755,3
5756,8
5757,9
5758,4
5759,8
5760,1
5761,1
5762,8
5763,4
5764,8
5765,1
5766,6
5767,1
5768,8
5769,3
5770,6
5771,9
5772,3
5773,7
5774,8
5775,2
5776,1
5777,3
5778,8
5779,7
5780,2
5781,9
5782,9
5783,7
5784,2
5785,8
5786,9
5787,1
5788,0
5789,1
5790,1
5791,2
5792,3
5793,5
5794,3
5795,3
5796,8
5797,6
5798,6
5799,8
5800,4
5801,6
5802,0
5803,6
5804,8
5805,8
5806,9
5807,6
5808,8
5809,3
5810,9
5811,1
5812,8
5813,8
5814,7
5815,1
5816,5
5817,8
5818,5
5819,4
5820,8
5821,4
5822,3
5823,8
5824,2
5825,6
5826,2
5827,9
5828,1
5829,2
5830,1
5831,8
5832,8
5833,7
5834,8
5835,8
5836,6
5837,0
5838,8
5839,2
5840,1
5841,9
5842,6
5843,9
5844,1
5845,3
5846,6
5847,8
5848,7
5849,8
5850,7
5851,2
5852,8
5853,6
5854,5
5855,7
5856,2
5857,9
5858,5
5859,7
5860,1
5861,8
5862,9
5863,5
5864,8
5865,0
5866,8
5867,1
5868,8
5869,2
5870,2
5871,6
5872,8
5873,5
5874,6
5875,5
5876,0
5877,8
5878,8
5879,8
5880,3
5881,8
5882,2
5883,4
5884,8
5885,1
5886,2
5887,5
5888,5
5889,8
5890,7
5891,1
5892,5
5893,8
5894,0
5895,4
5896,8
5897,2
5898,8
5899,6
5900,0
5901,8
5902,9
5903,0
5904,8
5905,8
5906,4
5907,2
5908,4
5909,3
5910,7
5911,1
5912,7
5913,1
5914,9
5915,3
5916,7
5917,8
5918,1
5919,9
5920,8
5921,8
5922,8
5923,3
5924,8
5925,8
5926,1
5927,2
5928,3
5929,8
5930,8
5931,5
5932,5
5933,8
5934,0
5935,2
5936,8
5937,8
5938,8
5939,8
5940,1
5941,1
5942,2
5943,1
5944,8
5945,8
5946,6
5947,8
5948,9
5949,2
5950,4
5951,8
5952,4
5953,0
5954,6
5955,8
5956,8
5957,8
5958,8
5959,1
5960,8
5961,1
5962,8
5963,2
5964,4
5965,0
5966,8
5967,3
5968,5
5969,1
5970,3
5971,1
5972,7
5973,6
5974,8
5975,8
5976,8
5977,4
5978,7
5979,8
5980,2
5981,0
5982,9
5983,3
5984,8
5985,7
5986,8
5987,5
5988,9
5989,2
5990,5
5991,1
5992,5
5993,2
5994,5
5995,1
5996,5
5997,1
5998,2
5999,3
6000,1
6001,0
6002,1
6003,1
6004,6
6005,6
6006,1
6007,0
6008,8
6009,1
6010,5
6011,0
6012,0
6013,8
6014,6
6015,3
6016,3
6017,9
6018,1
6019,8
6020,4
6021,1
6022,2
6023,8
6024,6
6025,1
6026,6
6027,8
6028,8
6029,8
6030,7
6031,2
6032,9
6033,3
6034,8
6035,8
6036,0
6037,5
6038,9
6039,1
6040,8
6041,6
6042,8
6043,8
6044,0
6045,2
6046,8
6047,5
6048,1
6049,2
6050,8
6051,9
6052,2
6053,1
6054,8
6055,8
6056,2
6057,8
6058,1
6059,4
6060,6
6061,0
6062,2
6063,9
6064,9
6065,1
6066,5
6067,5
6068,3
6069,8
6070,3
6071,7
6072,5
6073,8
6074,9
6075,5
6076,3
6077,9
6078,3
6079,9
6080,4
6081,7
6082,7
6083,8
6084,7
6085,8
6086,7
6087,1
6088,4
6089,7
6090,8
6091,0
6092,8
6093,8
6094,1
6095,1
6096,4
6097,0
6098,9
6099,0
6100,1
6101,7
6102,0
6103,8
6104,7
6105,9
6106,8
6107,7
6108,8
6109,1
6110,8
6111,8
6112,5
6113,0
6114,8
6115,8
6116,0
6117,8
6118,8
6119,3
6120,0
6121,1
6122,3
6123,9
6124,8
6125,7
6126,6
6127,1
6128,6
6129,6
6130,8
6131,9
6132,9
6133,9
6134,6
6135,6
6136,8
6137,8
6138,5
6139,9
6140,2
6141,8
6142,4
6143,0
6144,2
6145,0
6146,8
6147,2
6148,1
6149,4
6150,5
6151,1
6152,1
6153,1
6154,8
6155,7
6156,8
6157,7
6158,2
6159,4
6160,4
6161,3
6162,4
6163,9
6164,4
6165,8
6166,0
6167,4
6168,1
6169,5
6170,7
6171,1
6172,8
6173,1
6174,3
6175,5
6176,1
6177,9
6178,7
6179,5
6180,1
6181,9
6182,1
6183,6
6184,8
6185,8
6186,3
6187,8
6188,8
6189,8
6190,8
6191,8
6192,6
6193,5
6194,1
6195,3
6196,6
6197,7
6198,3
6199,0
6200,1
6201,3
6202,8
6203,1
6204,8
6205,5
6206,1
6207,8
6208,3
6209,4
6210,8
6211,8
6212,0
6213,2
6214,8
6215,7
6216,8
6217,6
6218,6
6219,2
6220,3
6221,8
6222,6
6223,9
6224,2
6225,1
6226,4
6227,7
6228,6
6229,8
6230,6
6231,3
6232,7
6233,0
6234,1
6235,2
6236,5
6237,8
6238,0
6239,1
6240,0
6241,4
6242,7
6243,4
6244,0
6245,8
6246,1
6247,0
6248,9
6249,8
6250,3
6251,4
6252,2
6253,7
6254,1
6255,0
6256,5
6257,9
6258,1
6259,5
6260,7
6261,5
6262,8
6263,9
6264,8
6265,2
6266,5
6267,2
6268,2
6269,7
6270,8
6271,8
6272,1
6273,2
6274,4
6275,9
6276,6
6277,8
6278,9
6279,1
6280,6
6281,2
6282,8
6283,9
6284,4
6285,0
6286,8
6287,0
6288,8
6289,0
6290,4
6291,9
6292,2
6293,5
6294,1
6295,2
6296,8
6297,6
6298,8
6299,3
6300,1
6301,7
6302,7
6303,2
6304,8
6305,7
6306,5
6307,7
6308,8
6309,0
6310,5
6311,6
6312,3
6313,3
6314,3
6315,8
6316,2
6317,8
6318,8
6319,6
6320,1
6321,8
6322,2
6323,2
6324,7
6325,1
6326,0
6327,8
6328,1
6329,2
6330,6
6331,0
6332,6
6333,5
6334,7
6335,5
6336,8
6337,2
6338,8
6339,6
6340,3
6341,8
6342,9
6343,8
6344,0
6345,1
6346,3
6347,9
6348,1
6349,8
6350,8
6351,2
6352,6
6353,0
6354,7
6355,4
6356,6
6357,8
6358,4
6359,7
6360,7
6361,5
6362,0
6363,1
6364,7
6365,8
6366,0
6367,8
6368,6
6369,3
6370,9
6371,4
6372,8
6373,4
6374,2
6375,8
6376,2
6377,3
6378,1
6379,8
6380,8
6381,3
6382,4
6383,6
6384,3
6385,6
6386,6
6387,0
6388,3
6389,3
6390,3
6391,4
6392,8
6393,6
6394,5
6395,9
6396,8
6397,1
6398,9
6399,5
6400,4
6401,2
6402,8
6403,6
6404,3
6405,7
6406,2
6407,1
6408,1
6409,3
6410,6
6411,7
6412,5
6413,6
6414,1
6415,8
6416,4
6417,0
6418,3
6419,9
6420,8
6421,6
6422,5
6423,1
6424,9
6425,8
6426,0
6427,3
6428,9
6429,2
6430,0
6431,1
6432,1
6433,5
6434,8
6435,6
6436,2
6437,8
6438,2
6439,6
6440,1
6441,1
6442,2
6443,1
6444,1
6445,7
6446,1
6447,1
6448,8
6449,8
6450,9
6451,8
6452,8
6453,3
6454,8
6455,6
6456,9
6457,0
6458,8
6459,1
6460,0
6461,1
6462,7
6463,3
6464,3
6465,4
6466,8
6467,8
6468,8
6469,8
6470,1
6471,3
6472,6
6473,0
6474,0
6475,5
6476,8
6477,9
6478,0
6479,9
6480,7
6481,5
6482,2
6483,7
6484,1
6485,1
6486,2
6487,7
6488,1
6489,4
6490,3
6491,3
6492,1
6493,4
6494,9
6495,2
6496,0
6497,8
6498,8
6499,8
6500,0
6501,1
6502,7
6503,3
6504,8
6505,5
6506,6
6507,6
6508,2
6509,2
6510,8
6511,2
6512,6
6513,8
6514,2
6515,3
6516,4
6517,8
6518,6
6519,7
6520,4
6521,1
6522,2
6523,1
6524,1
6525,4
6526,9
6527,1
6528,2
6529,2
6530,6
6531,3
6532,8
6533,1
6534,9
6535,2
6536,7
6537,8
6538,8
6539,5
6540,6
6541,6
6542,9
6543,8
6544,0
6545,0
6546,2
6547,8
6548,0
6549,6
6550,5
6551,8
6552,1
6553,6
6554,8
6555,2
6556,2
6557,2
6558,8
6559,3
6560,8
6561,7
6562,8
6563,9
6564,4
6565,7
6566,6
6567,8
6568,3
6569,1
6570,8
6571,6
6572,5
6573,8
6574,1
6575,1
6576,2
6577,8
6578,4
6579,9
6580,1
6581,9
6582,3
6583,9
6584,8
6585,8
6586,8
6587,1
6588,1
6589,4
6590,8
6591,8
6592,8
6593,1
6594,2
6595,6
6596,1
6597,0
6598,8
6599,1
6600,1
6601,1
6602,9
6603,8
6604,7
6605,7
6606,8
6607,7
6608,2
6609,8
6610,9
6611,8
6612,2
6613,8
6614,1
6615,9
6616,8
6617,1
6618,3
6619,9
6620,8
6621,8
6622,0
6623,2
6624,6
6625,2
6626,5
6627,2
6628,9
6629,9
6630,1
6631,8
6632,8
6633,1
6634,5
6635,1
6636,1
6637,2
6638,2
6639,6
6640,3
6641,0
6642,5
6643,0
6644,8
6645,9
6646,1
6647,1
6648,6
6649,1
6650,8
6651,9
6652,8
6653,8
6654,9
6655,2
6656,5
6657,8
6658,6
6659,8
6660,8
6661,8
6662,2
6663,5
6664,9
6665,1
6666,1
6667,8
6668,3
6669,9
6670,0
6671,1
6672,1
6673,6
6674,3
6675,4
6676,1
6677,0
6678,1
6679,1
6680,5
6681,7
6682,9
6683,3
6684,3
6685,1
6686,5
6687,7
6688,1
6689,2
6690,8
6691,8
6692,5
6693,8
6694,8
6695,9
6696,4
6697,5
6698,6
6699,7
6700,8
6701,5
6702,4
6703,8
6704,8
6705,9
6706,2
6707,2
6708,7
6709,1
6710,0
6711,2
6712,9
6713,0
6714,9
6715,8
6716,9
6717,8
6718,1
6719,6
6720,3
6721,4
6722,1
6723,7
6724,2
6725,1
6726,1
6727,1
6728,0
6729,3
6730,7
6731,8
6732,7
6733,3
6734,1
6735,7
6736,8
6737,0
6738,8
6739,6
6740,8
6741,5
6742,3
6743,1
6744,6
6745,5
6746,7
6747,0
6748,8
6749,8
6750,2
6751,8
6752,1
6753,1
6754,0
6755,7
6756,0
6757,5
6758,3
6759,8
6760,8
6761,4
6762,0
6763,1
6764,0
6765,0
6766,7
6767,5
6768,9
6769,7
6770,6
6771,7
6772,1
6773,5
6774,0
6775,1
6776,9
6777,2
6778,9
6779,8
6780,4
6781,8
6782,3
6783,6
6784,2
6785,2
6786,2
6787,8
6788,3
6789,1
6790,4
6791,5
6792,7
6793,6
6794,5
6795,2
6796,0
6797,3
6798,8
6799,6
6800,1
6801,7
6802,5
6803,5
6804,8
6805,0
6806,8
6807,6
6808,8
6809,9
6810,0
6811,3
6812,5
6813,6
6814,6
6815,2
6816,3
6817,3
6818,6
6819,3
6820,1
6821,1
6822,4
6823,1
6824,1
6825,3
6826,8
6827,3
6828,5
6829,8
6830,8
6831,2
6832,7
6833,2
6834,1
6835,1
6836,8
6837,8
6838,8
6839,6
6840,7
6841,0
6842,6
6843,9
6844,1
6845,5
6846,8
6847,6
6848,1
6849,9
6850,4
6851,8
6852,8
6853,1
6854,1
6855,8
6856,8
6857,8
6858,1
6859,3
6860,9
6861,8
6862,7
6863,3
6864,6
6865,1
6866,0
6867,7
6868,1
6869,4
6870,1
6871,5
6872,2
6873,1
6874,2
6875,0
6876,8
6877,1
6878,8
6879,9
6880,8
6881,3
6882,1
6883,8
6884,6
6885,2
6886,3
6887,4
6888,8
6889,8
6890,8
6891,2
6892,3
6893,8
6894,3
6895,7
6896,2
6897,7
6898,9
6899,8
6900,5
6901,6
6902,1
6903,6
6904,8
6905,9
6906,3
6907,8
6908,8
6909,3
6910,7
6911,4
6912,4
6913,8
6914,1
6915,3
6916,0
6917,1
6918,0
6919,1
6920,4
6921,5
6922,7
6923,1
6924,3
6925,0
6926,1
6927,1
6928,0
6929,8
6930,8
6931,3
6932,3
6933,0
6934,6
6935,7
6936,5
6937,1
6938,3
6939,8
6940,4
6941,8
6942,3
6943,5
6944,9
6945,8
6946,1
6947,8
6948,4
6949,6
6950,8
6951,8
6952,2
6953,9
6954,1
6955,0
6956,8
6957,3
6958,8
6959,1
6960,2
6961,8
6962,6
6963,8
6964,3
6965,2
6966,4
6967,0
6968,4
6969,3
6970,2
6971,8
6972,7
6973,4
6974,8
6975,3
6976,1
6977,6
6978,8
6979,7
6980,1
6981,8
6982,5
6983,9
6984,2
6985,9
6986,8
6987,1
6988,2
6989,8
6990,6
6991,8
6992,4
6993,9
6994,8
6995,8
6996,8
6997,4
6998,2
6999,2
7000,8
7001,9
7002,8
7003,3
7004,9
7005,8
7006,6
7007,1
7008,5
7009,3
7010,3
7011,7
7012,8
7013,6
7014,9
7015,8
7016,1
7017,8
7018,6
7019,8
7020,3
7021,8
7022,6
7023,2
7024,0
7025,7
7026,2
7027,2
7028,3
7029,0
7030,5
7031,4
7032,8
7033,6
7034,0
7035,6
7036,0
7037,0
7038,8
7039,0
7040,3
7041,8
7042,7
7043,1
7044,3
7045,9
7046,2
7047,6
7048,1
7049,6
7050,5
7051,9
7052,3
7053,3
7054,4
7055,4
7056,8
7057,9
7058,1
7059,0
7060,6
7061,1
7062,4
7063,8
7064,3
7065,7
7066,8
7067,5
7068,8
7069,9
7070,7
7071,3
7072,0
7073,5
7074,0
7075,2
7076,8
7077,1
7078,1
7079,8
7080,2
7081,3
7082,8
7083,0
7084,6
7085,3
7086,5
7087,9
7088,9
7089,7
7090,6
7091,8
7092,8
7093,7
7094,5
7095,1
7096,9
7097,8
7098,1
7099,0
7100,6
7101,7
7102,7
7103,8
7104,8
7105,5
7106,0
7107,0
7108,1
7109,1
7110,8
7111,1
7112,4
7113,8
7114,6
7115,8
7116,6
7117,8
7118,2
7119,4
7120,8
7121,1
7122,2
7123,4
7124,1
7125,0
7126,5
7127,5
7128,4
7129,1
7130,8
7131,9
7132,1
7133,8
7134,6
7135,3
7136,0
7137,8
7138,9
7139,4
7140,6
7141,4
7142,3
7143,8
7144,0
7145,1
7146,3
7147,8
7148,7
7149,6
7150,8
7151,1
7152,7
7153,8
7154,3
7155,1
7156,8
7157,9
7158,6
7159,7
7160,1
7161,0
7162,8
7163,9
7164,8
7165,9
7166,0
7167,8
7168,8
7169,8
7170,8
7171,9
7172,8
7173,3
7174,8
7175,9
7176,9
7177,6
7178,4
7179,5
7180,8
7181,4
7182,6
7183,2
7184,5
7185,8
7186,6
7187,5
7188,8
7189,6
7190,9
7191,2
7192,6
7193,9
7194,1
7195,1
7196,6
7197,0
7198,6
7199,2
7200,8
7201,4
7202,7
7203,8
7204,5
7205,9
7206,2
7207,5
7208,9
7209,2
7210,1
7211,7
7212,8
7213,1
7214,8
7215,8
7216,1
7217,1
7218,2
7219,8
7220,8
7221,4
7222,4
7223,8
7224,2
7225,6
7226,5
7227,8
7228,8
7229,6
7230,2
7231,3
7232,8
7233,0
7234,8
7235,7
7236,3
7237,5
7238,6
7239,7
7240,1
7241,0
7242,2
7243,1
7244,3
7245,1
7246,9
7247,1
7248,3
7249,6
7250,9
7251,4
7252,8
7253,6
7254,2
7255,3
7256,1
7257,1
7258,9
7259,4
7260,3
7261,8
7262,1
7263,9
7264,7
7265,9
7266,9
7267,4
7268,8
7269,6
7270,5
7271,1
7272,8
7273,6
7274,1
7275,7
7276,3
7277,1
7278,7
7279,5
7280,6
7281,5
7282,5
7283,0
7284,8
7285,8
7286,8
7287,3
7288,1
7289,9
7290,6
7291,0
7292,0
7293,8
7294,0
7295,8
7296,8
7297,1
7298,9
7299,9
7300,3
7301,8
7302,3
7303,8
7304,8
7305,7
7306,7
7307,7
7308,4
7309,6
7310,3
7311,1
7312,0
7313,3
7314,5
7315,9
7316,6
7317,9
7318,1
7319,2
7320,2
7321,5
7322,4
7323,0
7324,1
7325,3
7326,1
7327,8
7328,8
7329,3
7330,2
7331,8
7332,1
7333,3
7334,6
7335,8
7336,8
7337,1
7338,2
7339,5
7340,6
7341,0
7342,6
7343,2
7344,1
7345,8
7346,5
7347,6
7348,2
7349,7
7350,8
7351,4
7352,8
7353,3
7354,8
7355,3
7356,5
7357,9
7358,6
7359,8
7360,1
7361,2
7362,1
7363,8
7364,6
7365,8
7366,0
7367,7
7368,9
7369,9
7370,3
7371,9
7372,2
7373,6
7374,7
7375,8
7376,9
7377,8
7378,8
7379,3
7380,8
7381,9
7382,1
7383,2
7384,6
7385,8
7386,6
7387,2
7388,0
7389,6
7390,0
7391,8
7392,2
7393,4
7394,3
7395,1
7396,5
7397,9
7398,3
7399,6
7400,1
7401,7
7402,6
7403,4
7404,1
7405,5
7406,8
7407,9
7408,8
7409,6
7410,8
7411,3
7412,8
7413,1
7414,3
7415,9
7416,8
7417,8
7418,3
7419,8
7420,9
7421,0
7422,0
7423,8
7424,0
7425,9
7426,6
7427,3
7428,0
7429,7
7430,6
7431,3
7432,8
7433,1
7434,4
7435,2
7436,8
7437,5
7438,5
7439,6
7440,0
7441,2
7442,7
7443,8
7444,9
7445,5
7446,8
7447,3
7448,1
7449,8
7450,7
7451,7
7452,1
7453,1
7454,9
7455,1
7456,0
7457,8
7458,5
7459,1
7460,8
7461,2
7462,4
7463,2
7464,2
7465,8
7466,1
7467,9
7468,3
7469,5
7470,5
7471,4
7472,2
7473,3
7474,2
7475,6
7476,9
7477,3
7478,5
7479,8
7480,8
7481,1
7482,8
7483,6
7484,6
7485,8
7486,3
7487,2
7488,1
7489,4
7490,1
7491,2
7492,8
7493,8
7494,4
7495,1
7496,1
7497,1
7498,3
7499,8
7500,3
7501,9
7502,8
7503,8
7504,7
7505,9
7506,9
7507,8
7508,9
7509,3
7510,0
7511,8
7512,5
7513,2
7514,1
7515,8
7516,3
7517,8
7518,6
7519,2
7520,1
7521,0
7522,3
7523,1
7524,6
7525,8
7526,2
7527,9
7528,7
7529,7
7530,2
7531,6
7532,0
7533,9
7534,4
7535,5
7536,1
7537,8
7538,4
7539,8
7540,6
7541,8
7542,9
7543,0
7544,5
7545,2
7546,0
7547,8
7548,4
7549,8
7550,8
7551,5
7552,8
7553,8
7554,8
7555,6
7556,2
7557,2
7558,7
7559,8
7560,6
7561,1
7562,2
7563,8
7564,8
7565,6
7566,0
7567,4
7568,6
7569,8
7570,8
7571,8
7572,1
7573,8
7574,8
7575,3
7576,7
7577,3
7578,3
7579,8
7580,0
7581,3
7582,8
7583,8
7584,2
7585,6
7586,8
7587,5
7588,2
7589,0
7590,1
7591,0
7592,7
7593,1
7594,6
7595,0
7596,8
7597,4
7598,9
7599,7
7600,1
7601,2
7602,2
7603,3
7604,6
7605,8
7606,8
7607,8
7608,1
7609,8
7610,4
7611,8
7612,6
7613,0
7614,8
7615,3
7616,4
7617,7
7618,8
7619,2
7620,3
7621,7
7622,2
7623,1
7624,1
7625,9
7626,3
7627,0
7628,6
7629,0
7630,0
7631,8
7632,1
7633,8
7634,4
7635,7
7636,0
7637,0
7638,9
7639,1
7640,6
7641,6
7642,1
7643,2
7644,1
7645,9
